Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored
Washington Redskins,541.0,6139.0,1127.0,5.4,18.0,7.0,353.0,278.0,463.0,3514.0,29.0,11.0,7.1,173.0,629.0,2625.0,30.0,4.2,165.0,90.0,776.0,15.0,0.0,0.0,60.0,6.3,2.4,8.1,8.3,13.5,97.0,35.0,251.0,7.2,7.0,49.0,387.0,0.0,7.9,63.0,1301.0,0.0,20.7,8137.0,1.0,1.0,10.0,10.0,19.0,14.0,12.0,7.0,3.0,1.0,47.0,33.0,70.2,63.0,62.0,98.4,72.0,2796.0,0.0,38.8,332.0,5264.0,970.0,5.4,61.0,27.0,290.0,301.0,570.0,3975.0,28.0,34.0,6.4,196.0,349.0,1289.0,9.0,3.7,76.0,80.0,710.0,18.0,0.0,0.0,52.8,4.9,6.0,7.7,6.0,14.5,69.6,51.0,402.0,4.8,8.2,41.0,407.0,1.0,9.9,91.0,1772.0,0.0,19.5,28.0,20.0,71.4,39.0,38.0,97.4,66.0,2746.0,0.0,41.6,13.0,3.0,1.0,0.0,63.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3765.0,43.0,209.0,875.0,0.4418811002661934,0.5581188997338066,0.572405929304447,0.427594070695553,0.4915254237288136,0.5084745762711864,1.0484848484848486,0.953757225433526,0.042492917847025496,1.9285714285714284,0.6402061855670103,0.35979381443298974,0.755129179331307,0.24487082066869303,0.7567567567567568,0.2432432432432432,0.06206896551724138,2.081081081081081,0.5384615384615384,26.0
Dallas Cowboys,479.0,5959.0,1110.0,5.4,39.0,14.0,342.0,346.0,554.0,3842.0,31.0,25.0,6.5,205.0,519.0,2117.0,21.0,4.1,109.0,99.0,847.0,28.0,0.0,0.0,62.5,5.6,4.5,7.5,6.6,12.0,85.2,37.0,314.0,5.6,6.3,51.0,461.0,1.0,9.0,71.0,1351.0,0.0,19.0,8104.0,0.0,0.0,5.0,5.0,8.0,8.0,12.0,9.0,2.0,0.0,27.0,22.0,81.5,59.0,57.0,96.6,83.0,3312.0,1.0,39.9,360.0,5427.0,1025.0,5.3,48.0,21.0,286.0,299.0,558.0,3928.0,27.0,27.0,6.4,181.0,410.0,1499.0,12.0,3.7,82.0,100.0,873.0,23.0,0.0,0.0,53.6,4.8,4.8,7.8,6.6,14.6,75.3,57.0,437.0,5.3,9.3,53.0,588.0,1.0,11.1,78.0,1806.0,0.0,23.2,30.0,22.0,73.3,42.0,42.0,100.0,84.0,3511.0,0.0,41.8,30.0,3.0,2.0,1.0,59.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4156.0,9.0,119.0,532.0,0.5324324324324324,0.46756756756756757,0.644739050176204,0.35526094982379597,0.5961538461538461,0.40384615384615385,1.8807339449541285,0.5317073170731708,0.08187134502923976,1.829268292682927,0.6,0.4,0.7237884650819975,0.27621153491800254,0.6923076923076923,0.3076923076923077,0.08041958041958042,2.108108108108108,0.4666666666666667,38.0
Los Angeles Raiders,442.0,5686.0,1101.0,5.2,49.0,25.0,356.0,301.0,504.0,3446.0,31.0,24.0,6.2,181.0,542.0,2240.0,18.0,4.1,143.0,121.0,992.0,32.0,0.0,0.0,59.7,6.2,4.8,7.8,6.8,13.0,84.8,55.0,464.0,5.3,9.8,58.0,666.0,1.0,11.5,61.0,1175.0,0.0,19.3,8062.0,0.0,0.0,11.0,9.0,9.0,8.0,6.0,4.0,1.0,0.0,27.0,21.0,77.8,53.0,51.0,96.2,78.0,3336.0,0.0,42.8,338.0,4748.0,1024.0,4.6,36.0,16.0,285.0,282.0,531.0,3162.0,20.0,20.0,5.4,170.0,436.0,1586.0,13.0,3.6,86.0,109.0,947.0,29.0,0.0,0.0,53.1,3.8,3.8,6.9,5.9,12.9,71.8,57.0,484.0,4.5,9.7,35.0,334.0,2.0,9.5,68.0,1227.0,0.0,18.0,25.0,19.0,76.0,40.0,39.0,97.5,100.0,4060.0,0.0,40.6,46.0,2.0,2.0,0.0,54.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,3910.0,-13.0,104.0,938.0,0.5077202543142597,0.4922797456857403,0.6060499472388322,0.3939500527611678,0.6326530612244898,0.36734693877551017,1.2657342657342658,0.7900552486187845,0.0898876404494382,1.902439024390244,0.57421875,0.42578125,0.6659646166807077,0.3340353833192923,0.6060606060606061,0.3939393939393939,0.10175438596491228,1.9166666666666667,0.5434782608695652,28.0
San Francisco 49ers,432.0,6054.0,1072.0,5.6,31.0,19.0,344.0,339.0,528.0,3797.0,27.0,12.0,6.8,199.0,511.0,2257.0,17.0,4.4,129.0,89.0,695.0,16.0,0.0,0.0,64.2,5.1,2.3,7.6,7.6,11.9,94.9,33.0,224.0,6.8,5.9,36.0,365.0,1.0,10.1,52.0,958.0,0.0,18.4,7606.0,0.0,0.0,11.0,11.0,10.0,10.0,5.0,3.0,4.0,1.0,30.0,25.0,83.3,51.0,51.0,100.0,66.0,2591.0,1.0,39.3,293.0,5189.0,1032.0,5.0,42.0,18.0,302.0,322.0,526.0,3253.0,23.0,24.0,5.6,181.0,449.0,1936.0,10.0,4.3,98.0,91.0,793.0,23.0,0.0,0.0,61.2,4.4,4.6,7.0,5.9,11.5,78.0,57.0,448.0,4.5,9.8,38.0,278.0,0.0,7.3,78.0,1675.0,0.0,21.5,27.0,17.0,63.0,35.0,32.0,91.4,74.0,2990.0,0.0,40.4,27.0,1.0,5.0,0.0,51.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4021.0,11.0,139.0,865.0,0.523320895522388,0.47667910447761197,0.627188635612818,0.372811364387182,0.6136363636363636,0.38636363636363635,1.5426356589147288,0.6482412060301508,0.046511627906976744,1.727272727272727,0.564922480620155,0.43507751937984496,0.6269030641742147,0.3730969358257853,0.696969696969697,0.303030303030303,0.076158940397351,1.627906976744186,0.7037037037037037,36.0
Green Bay Packers,429.0,6172.0,1007.0,6.1,50.0,18.0,340.0,311.0,526.0,4365.0,33.0,32.0,7.7,214.0,439.0,1807.0,15.0,4.1,99.0,80.0,648.0,27.0,0.0,0.0,59.1,6.3,6.1,8.9,7.4,15.1,84.1,42.0,323.0,6.3,7.4,41.0,329.0,1.0,8.0,79.0,1339.0,0.0,16.9,8235.0,2.0,2.0,6.0,6.0,9.0,7.0,9.0,6.0,0.0,0.0,26.0,21.0,80.8,52.0,52.0,100.0,70.0,2911.0,1.0,41.6,439.0,6403.0,1156.0,5.5,31.0,12.0,366.0,300.0,518.0,3762.0,20.0,19.0,6.7,187.0,597.0,2641.0,28.0,4.4,171.0,110.0,965.0,8.0,0.0,0.0,57.9,3.9,3.7,7.8,6.9,13.4,80.4,41.0,271.0,5.9,7.3,43.0,384.0,1.0,8.9,78.0,1429.0,0.0,18.3,29.0,19.0,65.5,54.0,50.0,92.6,78.0,3050.0,0.0,39.1,37.0,2.0,1.0,0.0,52.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,4688.0,-19.0,-10.0,-231.0,0.564051638530288,0.43594836146971205,0.7072261827608555,0.29277381723914453,0.6875,0.3125,2.1616161616161618,0.46261682242990654,0.07941176470588235,2.1707317073170733,0.4835640138408305,0.5164359861591695,0.5875370919881305,0.41246290801186947,0.4166666666666667,0.5833333333333333,0.02185792349726776,1.7727272727272725,0.4864864864864865,20.0
Seattle Seahawks,403.0,5092.0,1042.0,4.9,38.0,20.0,300.0,251.0,449.0,2973.0,25.0,18.0,6.0,153.0,546.0,2119.0,19.0,3.9,131.0,102.0,890.0,16.0,0.0,0.0,55.9,5.6,4.0,7.4,6.7,13.2,81.3,47.0,343.0,5.4,9.5,34.0,366.0,1.0,10.8,71.0,1575.0,1.0,22.2,7494.0,1.0,1.0,4.0,4.0,7.0,4.0,10.0,8.0,3.0,1.0,25.0,18.0,72.0,50.0,49.0,98.0,79.0,3118.0,0.0,39.5,397.0,6029.0,1075.0,5.6,54.0,28.0,351.0,311.0,521.0,3831.0,33.0,26.0,6.8,195.0,511.0,2198.0,14.0,4.3,128.0,91.0,725.0,28.0,0.0,0.0,59.7,6.3,5.0,8.0,7.0,13.4,85.6,43.0,351.0,5.9,7.6,36.0,185.0,0.0,5.1,59.0,952.0,0.0,16.1,26.0,20.0,76.9,48.0,43.0,89.6,68.0,2754.0,0.0,40.5,36.0,2.0,2.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3316.0,16.0,6.0,-937.0,0.4760076775431862,0.5239923224568138,0.5838570306362922,0.41614296936370776,0.5681818181818182,0.43181818181818177,1.16793893129771,0.8562091503267973,0.05333333333333334,1.8974358974358976,0.5246511627906977,0.4753488372093023,0.6354287609885553,0.3645712390114447,0.7021276595744681,0.2978723404255319,0.07977207977207977,1.8604651162790697,0.5555555555555556,24.0
Miami Dolphins,389.0,5195.0,1033.0,5.0,27.0,16.0,314.0,254.0,442.0,3045.0,28.0,11.0,6.5,151.0,568.0,2150.0,16.0,3.8,132.0,64.0,567.0,31.0,0.0,0.0,57.5,6.3,2.5,7.3,7.5,12.7,91.2,23.0,190.0,6.7,4.9,55.0,581.0,1.0,10.6,47.0,1085.0,0.0,23.1,7060.0,2.0,2.0,6.0,6.0,8.0,5.0,6.0,3.0,5.0,2.0,27.0,18.0,66.7,48.0,45.0,93.8,75.0,3232.0,1.0,43.1,250.0,5039.0,989.0,5.1,43.0,17.0,288.0,277.0,480.0,3002.0,19.0,26.0,5.7,147.0,460.0,2037.0,11.0,4.4,122.0,95.0,837.0,19.0,0.0,0.0,57.7,4.0,5.4,7.0,5.4,12.1,70.0,49.0,363.0,4.2,9.3,32.0,229.0,0.0,7.2,54.0,1024.0,0.0,19.0,15.0,9.0,60.0,32.0,31.0,96.9,90.0,3672.0,0.0,40.8,30.0,0.0,3.0,0.0,48.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3235.0,16.0,139.0,156.0,0.45014520813165537,0.5498547918683446,0.5861405197305101,0.41385948026948993,0.6363636363636364,0.36363636363636365,1.143939393939394,0.8741721854304636,0.09872611464968153,1.9210526315789473,0.5348837209302325,0.4651162790697675,0.5957531256201627,0.4042468743798373,0.6333333333333333,0.3666666666666667,0.06597222222222222,1.5909090909090908,0.5333333333333333,20.0
Kansas City Chiefs,386.0,5595.0,1074.0,5.2,38.0,19.0,314.0,369.0,641.0,4341.0,29.0,19.0,6.3,208.0,387.0,1254.0,13.0,3.2,83.0,113.0,911.0,23.0,0.0,0.0,57.6,4.5,3.0,7.3,6.9,12.7,83.2,46.0,343.0,5.9,6.7,40.0,291.0,0.0,7.3,54.0,929.0,0.0,17.2,7272.0,1.0,1.0,5.0,5.0,6.0,6.0,14.0,10.0,4.0,2.0,30.0,24.0,80.0,45.0,44.0,97.8,93.0,3710.0,0.0,39.9,367.0,5386.0,1089.0,4.9,51.0,21.0,319.0,261.0,500.0,3111.0,21.0,30.0,5.8,158.0,554.0,2275.0,18.0,4.1,136.0,105.0,837.0,25.0,0.0,0.0,52.2,4.2,6.0,6.7,4.9,12.9,62.6,35.0,250.0,4.1,6.5,54.0,559.0,1.0,10.4,75.0,1528.0,0.0,20.4,26.0,20.0,76.9,44.0,43.0,97.7,85.0,3502.0,0.0,41.2,31.0,1.0,2.0,0.0,45.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4684.0,13.0,19.0,209.0,0.6396648044692738,0.36033519553072624,0.7758713136729223,0.22412868632707772,0.6904761904761905,0.30952380952380953,2.5060240963855422,0.39903846153846156,0.0732484076433121,2.28125,0.49127640036730946,0.5087235996326905,0.5776086149275901,0.4223913850724099,0.5384615384615384,0.46153846153846156,0.07836990595611286,1.6341463414634148,0.6129032258064516,18.0
St. Louis Cardinals,374.0,5145.0,1044.0,4.9,48.0,27.0,296.0,267.0,460.0,2868.0,29.0,21.0,5.5,147.0,525.0,2277.0,15.0,4.3,123.0,89.0,770.0,26.0,0.0,0.0,58.0,6.3,4.6,7.2,6.4,12.4,82.4,59.0,441.0,4.8,11.4,58.0,461.0,0.0,7.9,72.0,1459.0,0.0,20.3,7628.0,1.0,0.0,6.0,4.0,8.0,3.0,10.0,6.0,3.0,2.0,28.0,15.0,53.6,47.0,45.0,95.7,85.0,3529.0,0.0,41.5,428.0,5005.0,1021.0,4.9,48.0,20.0,286.0,290.0,519.0,3167.0,24.0,28.0,5.5,161.0,443.0,1838.0,23.0,4.1,107.0,102.0,819.0,18.0,0.0,0.0,55.9,4.6,5.4,7.0,5.5,12.5,70.8,59.0,468.0,4.1,10.2,47.0,307.0,0.0,6.5,66.0,1300.0,1.0,19.7,15.0,12.0,80.0,56.0,54.0,96.4,88.0,3546.0,0.0,40.3,50.0,3.0,0.0,0.0,47.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,3309.0,0.0,-54.0,140.0,0.49712643678160917,0.5028735632183908,0.5574344023323615,0.4425655976676385,0.6590909090909091,0.34090909090909094,1.1951219512195121,0.8367346938775511,0.08783783783783784,1.6744186046511629,0.5661116552399609,0.4338883447600391,0.6327672327672328,0.3672327672327672,0.5106382978723404,0.4893617021276596,0.06293706293706294,1.707317073170732,0.54,20.0
Atlanta Falcons,370.0,5628.0,1054.0,5.3,29.0,19.0,325.0,321.0,507.0,3404.0,24.0,10.0,6.1,190.0,492.0,2224.0,17.0,4.5,118.0,90.0,806.0,17.0,0.0,0.0,63.3,4.7,2.0,7.5,7.5,11.8,93.6,55.0,389.0,6.1,9.8,46.0,489.0,1.0,10.6,67.0,1258.0,0.0,18.8,7896.0,0.0,0.0,5.0,4.0,5.0,4.0,11.0,9.0,1.0,0.0,22.0,17.0,77.3,45.0,43.0,95.6,71.0,2863.0,1.0,40.3,389.0,5826.0,1023.0,5.7,30.0,15.0,342.0,313.0,493.0,3517.0,28.0,15.0,6.7,187.0,499.0,2309.0,20.0,4.6,139.0,81.0,710.0,16.0,0.0,0.0,63.5,5.7,3.0,7.6,7.3,11.9,92.8,31.0,217.0,6.5,5.9,34.0,179.0,0.0,5.3,60.0,1212.0,0.0,20.2,26.0,17.0,65.4,49.0,44.0,89.8,67.0,2814.0,0.0,42.0,36.0,2.0,2.0,0.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3793.0,1.0,-19.0,-198.0,0.5332068311195446,0.4667931688804554,0.6048329779673063,0.3951670220326937,0.5853658536585366,0.41463414634146345,1.6101694915254237,0.6210526315789474,0.052307692307692305,1.6666666666666667,0.512218963831867,0.48778103616813295,0.6036731891520769,0.3963268108479231,0.5833333333333334,0.41666666666666663,0.04678362573099415,1.6521739130434783,0.5277777777777778,24.0
Los Angeles Rams,361.0,5474.0,1023.0,5.4,47.0,24.0,316.0,286.0,489.0,3221.0,23.0,23.0,6.3,150.0,511.0,2253.0,20.0,4.4,148.0,96.0,748.0,18.0,0.0,0.0,58.5,4.7,4.7,7.0,5.8,11.9,76.0,23.0,190.0,5.2,4.5,55.0,538.0,1.0,9.8,52.0,946.0,0.0,18.2,7163.0,0.0,0.0,8.0,4.0,5.0,4.0,8.0,3.0,1.0,0.0,20.0,11.0,55.0,46.0,42.0,91.3,83.0,3341.0,1.0,40.3,344.0,5392.0,1078.0,5.0,44.0,20.0,311.0,319.0,556.0,3611.0,18.0,24.0,6.1,179.0,489.0,1781.0,21.0,3.6,118.0,89.0,804.0,14.0,0.0,0.0,57.4,3.2,4.3,7.0,5.7,12.1,71.7,33.0,258.0,4.9,5.6,39.0,251.0,0.0,6.4,71.0,1325.0,0.0,18.7,28.0,17.0,60.7,42.0,39.0,92.9,83.0,3461.0,0.0,41.7,38.0,0.0,3.0,0.0,47.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,3411.0,-3.0,17.0,82.0,0.5004887585532747,0.4995112414467253,0.5884179758860065,0.41158202411399347,0.5348837209302325,0.4651162790697675,1.0135135135135136,0.9866666666666667,0.056962025316455694,1.5909090909090908,0.5463821892393321,0.45361781076066787,0.6696958456973294,0.33030415430267057,0.46153846153846156,0.5384615384615384,0.04501607717041801,1.9444444444444444,0.631578947368421,22.0
San Diego Chargers,358.0,6197.0,1086.0,5.7,55.0,22.0,361.0,369.0,635.0,4661.0,27.0,33.0,7.0,230.0,423.0,1536.0,16.0,3.6,106.0,115.0,961.0,25.0,0.0,0.0,58.1,4.3,5.2,7.7,6.2,13.3,75.1,28.0,230.0,5.6,4.2,33.0,213.0,0.0,6.5,74.0,1377.0,0.0,18.6,8032.0,0.0,0.0,7.0,7.0,7.0,5.0,7.0,2.0,3.0,1.0,24.0,15.0,62.5,45.0,43.0,95.6,63.0,2763.0,0.0,43.9,462.0,5955.0,1127.0,5.3,33.0,17.0,347.0,330.0,544.0,3782.0,28.0,16.0,6.6,187.0,552.0,2173.0,26.0,3.9,137.0,111.0,953.0,23.0,0.0,0.0,60.7,5.1,2.9,7.4,7.2,12.3,88.6,31.0,269.0,6.3,5.4,35.0,299.0,0.0,8.5,70.0,1426.0,0.0,20.4,29.0,22.0,75.9,56.0,54.0,96.4,70.0,2779.0,0.0,39.7,42.0,0.0,1.0,1.0,45.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4891.0,-22.0,-104.0,242.0,0.6104972375690608,0.3895027624309392,0.7521381313538809,0.24786186864611914,0.627906976744186,0.37209302325581395,2.169811320754717,0.4608695652173913,0.06925207756232687,2.138888888888889,0.5102040816326531,0.4897959183673469,0.6350965575146935,0.3649034424853065,0.5185185185185185,0.4814814814814815,0.06628242074927954,1.8974358974358976,0.5238095238095238,12.0
Cleveland Browns,356.0,5583.0,1065.0,5.2,38.0,10.0,327.0,324.0,567.0,3661.0,27.0,28.0,6.1,186.0,465.0,1922.0,13.0,4.1,113.0,115.0,991.0,28.0,0.0,0.0,57.1,4.8,4.9,6.9,5.7,12.1,73.9,33.0,271.0,4.9,5.5,42.0,310.0,0.0,7.4,63.0,1290.0,0.0,20.5,7474.0,1.0,1.0,9.0,9.0,6.0,5.0,7.0,6.0,2.0,1.0,25.0,22.0,88.0,40.0,38.0,95.0,70.0,2854.0,0.0,40.8,342.0,5142.0,1029.0,5.0,32.0,10.0,309.0,280.0,469.0,3077.0,22.0,22.0,6.1,155.0,528.0,2065.0,15.0,3.9,138.0,105.0,940.0,16.0,0.0,0.0,59.7,4.7,4.7,7.1,5.9,11.8,77.4,32.0,239.0,5.0,6.4,30.0,309.0,0.0,10.3,61.0,1155.0,1.0,18.9,22.0,16.0,72.7,42.0,40.0,95.2,73.0,2956.0,0.0,40.5,21.0,0.0,2.0,0.0,42.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,3932.0,-6.0,14.0,441.0,0.5633802816901409,0.43661971830985913,0.6557406412323123,0.34425935876768765,0.675,0.32499999999999996,1.6460176991150441,0.6075268817204301,0.0856269113149847,1.6829268292682928,0.4868804664723032,0.5131195335276968,0.5984052897705173,0.4015947102294827,0.5945945945945946,0.4054054054054054,0.05177993527508091,1.8205128205128205,0.47619047619047616,12.0
