Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G
1,Philadelphia Eagles,16,18,18,1,,,2,,,1,,36,37,24,32,,344,21.5
2,San Diego Chargers,16,12,21,1,1,1,2,,,1,,37,37,25,34,,342,21.4
3,Pittsburgh Steelers,16,8,17,,,3,2,,,2,,23,24,32,41,,303,18.9
4,Cincinnati Bengals,16,23,23,1,,5,1,,,1,,51,51,27,31,,452,28.3
5,Baltimore Ravens,16,12,20,1,2,1,,1,,,,35,35,26,30,,335,20.9
6,Chicago Bears,16,12,27,1,,1,1,,,1,,36,38,26,31,,368,23.0
7,St. Louis Rams,16,11,28,1,,2,1,,,2,,40,40,24,27,2,378,23.6
8,New York Giants,16,13,17,1,,1,2,,,,,34,34,23,30,1,309,19.3
9,Oakland Raiders,16,8,22,1,,2,5,,,1,,36,36,28,37,3,356,22.3
10,New Orleans Saints,16,13,24,,,,3,,,1,,39,39,26,33,,359,22.4
11,Detroit Lions,16,15,23,1,1,1,2,,,1,,41,41,25,30,1,378,23.6
12,Indianapolis Colts,16,20,27,,1,1,2,1,,2,,44,45,28,37,,444,27.8
13,Tampa Bay Buccaneers,16,12,15,1,1,,2,,,,,29,29,26,30,1,295,18.4
14,Washington Redskins,16,24,21,,2,1,2,,,2,,46,46,23,28,1,421,26.3
15,Miami Dolphins,16,6,17,,1,2,2,,,2,,24,24,23,32,,265,16.6
16,Arizona Cardinals,16,18,21,,,1,4,,,1,,40,41,24,30,,378,23.6
17,Kansas City Chiefs,16,22,17,1,,1,3,,,1,,43,43,18,30,,363,22.7
18,Tennessee Oilers,16,9,24,,,,1,,,4,,29,29,25,30,2,320,20.0
19,Carolina Panthers,16,14,30,,1,1,,,,1,,41,43,30,31,2,413,25.8
20,New England Patriots,16,8,26,,,2,,,,1,,30,30,27,32,,329,20.6
21,Seattle Seahawks,16,13,18,1,,1,2,,,,,31,31,23,30,,310,19.4
22,Dallas Cowboys,16,10,21,,,,1,,,2,,29,30,16,19,1,275,17.2
23,Jacksonville Jaguars,16,9,23,,1,,3,,,1,,30,30,30,35,,338,21.1
24,Buffalo Bills,16,11,27,1,,,,,,4,,28,28,21,26,,333,20.8
25,Green Bay Packers,16,7,23,1,2,,3,,,3,,28,30,23,27,,319,19.9
26,New York Jets,16,11,16,1,,,2,,,,,26,27,20,25,,266,16.6
27,Atlanta Falcons,16,7,22,,1,3,2,,,2,,28,31,15,20,1,289,18.1
28,San Francisco 49ers,16,13,25,,,1,,,,,,35,38,19,32,1,328,20.5
29,Denver Broncos,16,8,28,,,,2,,,2,,31,31,14,20,2,309,19.3
30,Minnesota Vikings,16,12,17,1,4,,1,,,2,,31,31,17,19,,296,18.5
,Avg Team,,12.6,21.9,0.5,0.6,1.0,1.8,0.1,,1.4,3.3,34.4,35.0,23.6,29.6,0.6,340.5,21.3
,League Total,,379,658,16,18,29,53,4,1157,41,99,1031,1049,708,889,18,10215,
,Avg Tm/G,,0.79,1.37,0.03,0.04,0.06,0.11,0.01,2.41,0.09,0.21,2.15,2.19,1.48,1.85,0.04,21.3,